record,sample,symbol,channel,class
100,45925,N,MLII,0
100,46204,N,MLII,0
100,46478,N,MLII,0
100,46759,N,MLII,0
100,47037,N,MLII,0
100,47334,N,MLII,0
100,47632,N,MLII,0
100,47919,N,MLII,0
100,48202,N,MLII,0
100,48486,N,MLII,0
100,48766,N,MLII,0
100,49040,N,MLII,0
100,49323,N,MLII,0
100,49618,N,MLII,0
100,49923,N,MLII,0
100,50214,N,MLII,0
100,50491,N,MLII,0
100,50771,N,MLII,0
100,51056,N,MLII,0
100,51339,N,MLII,0
100,51626,N,MLII,0
100,51921,N,MLII,0
100,52216,N,MLII,0
100,52506,N,MLII,0
100,52784,N,MLII,0
100,53063,N,MLII,0
100,53341,N,MLII,0
100,53631,N,MLII,0
100,53923,N,MLII,0
100,54219,N,MLII,0
100,54507,N,MLII,0
100,54784,N,MLII,0
100,55064,N,MLII,0
100,55343,N,MLII,0
100,55625,N,MLII,0
100,55908,N,MLII,0
100,56207,N,MLII,0
100,56502,N,MLII,0
100,56784,N,MLII,0
100,57055,N,MLII,0
100,57333,N,MLII,0
100,57615,N,MLII,0
100,57900,N,MLII,0
100,58192,N,MLII,0
100,58490,N,MLII,0
100,58788,N,MLII,0
100,59077,N,MLII,0
100,59354,N,MLII,0
100,59631,N,MLII,0
100,59919,N,MLII,0
100,60214,N,MLII,0
100,60515,N,MLII,0
100,60817,N,MLII,0
100,61105,N,MLII,0
100,61391,N,MLII,0
100,61680,N,MLII,0
100,61963,N,MLII,0
100,62247,N,MLII,0
100,62547,N,MLII,0
100,62852,N,MLII,0
100,63154,N,MLII,0
100,63438,N,MLII,0
100,63711,N,MLII,0
100,63998,N,MLII,0
100,64288,N,MLII,0
100,64581,N,MLII,0
100,64876,N,MLII,0
100,65174,N,MLII,0
100,65464,N,MLII,0
100,65750,N,MLII,0
100,66030,N,MLII,0
100,66307,N,MLII,0
100,66604,N,MLII,0
100,66792,A,MLII,0
100,67130,N,MLII,0
100,67434,N,MLII,0
100,67728,N,MLII,0
100,68007,N,MLII,0
100,68302,N,MLII,0
100,68594,N,MLII,0
100,68886,N,MLII,0
100,69191,N,MLII,0
100,69503,N,MLII,0
100,69796,N,MLII,0
100,70073,N,MLII,0
100,70357,N,MLII,0
100,70643,N,MLII,0
100,70941,N,MLII,0
100,71240,N,MLII,0
100,71539,N,MLII,0
100,71845,N,MLII,0
100,72138,N,MLII,0
100,72417,N,MLII,0
100,72703,N,MLII,0
100,72998,N,MLII,0
100,73301,N,MLII,0
100,73611,N,MLII,0
100,73911,N,MLII,0
100,74196,N,MLII,0
100,74483,N,MLII,0
100,74767,N,MLII,0
100,74986,A,MLII,0
100,75332,N,MLII,0
100,75632,N,MLII,0
100,75934,N,MLII,0
100,76233,N,MLII,0
100,76515,N,MLII,0
100,76785,N,MLII,0
100,77074,N,MLII,0
100,77366,N,MLII,0
100,77663,N,MLII,0
100,77954,N,MLII,0
100,78251,N,MLII,0
100,78539,N,MLII,0
100,78824,N,MLII,0
100,79100,N,MLII,0
100,79386,N,MLII,0
100,79689,N,MLII,0
100,79991,N,MLII,0
100,80290,N,MLII,0
100,80583,N,MLII,0
100,80868,N,MLII,0
100,81152,N,MLII,0
100,81439,N,MLII,0
100,81730,N,MLII,0
100,82030,N,MLII,0
100,82335,N,MLII,0
100,82636,N,MLII,0
100,82927,N,MLII,0
100,83209,N,MLII,0
100,83492,N,MLII,0
100,83794,N,MLII,0
100,84103,N,MLII,0
100,84407,N,MLII,0
100,84709,N,MLII,0
100,85010,N,MLII,0
100,85303,N,MLII,0
100,85580,N,MLII,0
100,85870,N,MLII,0
100,86171,N,MLII,0
100,86478,N,MLII,0
100,86780,N,MLII,0
100,87079,N,MLII,0
100,87364,N,MLII,0
100,87652,N,MLII,0
100,87941,N,MLII,0
100,88232,N,MLII,0
100,88530,N,MLII,0
100,88834,N,MLII,0
100,89135,N,MLII,0
100,89421,N,MLII,0
100,89703,N,MLII,0
100,89988,N,MLII,0
100,90286,N,MLII,0
100,90590,N,MLII,0
100,90885,N,MLII,0
100,91190,N,MLII,0
100,91481,N,MLII,0
100,91761,N,MLII,0
100,92046,N,MLII,0
100,92338,N,MLII,0
100,92633,N,MLII,0
100,92944,N,MLII,0
100,93246,N,MLII,0
100,93534,N,MLII,0
100,93824,N,MLII,0
100,94102,N,MLII,0
100,94395,N,MLII,0
100,94693,N,MLII,0
100,94996,N,MLII,0
100,95298,N,MLII,0
100,95606,N,MLII,0
100,95893,N,MLII,0
100,96171,N,MLII,0
100,96450,N,MLII,0
100,96746,N,MLII,0
100,97050,N,MLII,0
100,97348,N,MLII,0
100,97644,N,MLII,0
100,97936,N,MLII,0
100,98228,N,MLII,0
100,98508,N,MLII,0
100,98789,N,MLII,0
100,99084,N,MLII,0
100,99382,N,MLII,0
100,99579,A,MLII,0
100,99930,N,MLII,0
100,100218,N,MLII,0
100,100496,N,MLII,0
100,100781,N,MLII,0
100,101071,N,MLII,0
100,101361,N,MLII,0
100,101653,N,MLII,0
100,101941,N,MLII,0
100,102234,N,MLII,0
100,102516,N,MLII,0
100,102793,N,MLII,0
100,103074,N,MLII,0
100,103371,N,MLII,0
100,103669,N,MLII,0
100,103964,N,MLII,0
100,104261,N,MLII,0
100,104545,N,MLII,0
100,104830,N,MLII,0
100,105118,N,MLII,0
100,105407,N,MLII,0
100,105707,N,MLII,0
100,106015,N,MLII,0
100,106314,N,MLII,0
100,106600,N,MLII,0
100,106882,N,MLII,0
100,107159,N,MLII,0
100,107453,N,MLII,0
100,107750,N,MLII,0
100,108045,N,MLII,0
100,108342,N,MLII,0
100,108643,N,MLII,0
100,108926,N,MLII,0
100,109199,N,MLII,0
100,109486,N,MLII,0
100,109772,N,MLII,0
100,110076,N,MLII,0
100,110374,N,MLII,0
100,110673,N,MLII,0
100,110963,N,MLII,0
100,111244,N,MLII,0
100,111524,N,MLII,0
100,111810,N,MLII,0
100,112108,N,MLII,0
100,112405,N,MLII,0
100,112710,N,MLII,0
100,113000,N,MLII,0
100,113281,N,MLII,0
100,113562,N,MLII,0
100,113850,N,MLII,0
100,114142,N,MLII,0
100,114428,N,MLII,0
100,114716,N,MLII,0
100,115000,N,MLII,0
100,115280,N,MLII,0
100,115547,N,MLII,0
100,115815,N,MLII,0
100,116084,N,MLII,0
100,116369,N,MLII,0
100,116654,N,MLII,0
100,116939,N,MLII,0
100,117213,N,MLII,0
100,117494,N,MLII,0
100,117766,N,MLII,0
100,118044,N,MLII,0
100,118323,N,MLII,0
100,118607,N,MLII,0
100,118911,N,MLII,0
100,119215,N,MLII,0
100,119509,N,MLII,0
100,119791,N,MLII,0
100,120077,N,MLII,0
100,120376,N,MLII,0
100,120676,N,MLII,0
100,120990,N,MLII,0
100,121300,N,MLII,0
100,121604,N,MLII,0
100,121889,N,MLII,0
100,122170,N,MLII,0
100,122460,N,MLII,0
100,122750,N,MLII,0
100,123050,N,MLII,0
100,123360,N,MLII,0
100,123664,N,MLII,0
100,123936,N,MLII,0
100,124221,N,MLII,0
100,124507,N,MLII,0
100,124775,N,MLII,0
100,125060,N,MLII,0
100,125355,N,MLII,0
100,125648,N,MLII,0
100,125926,N,MLII,0
100,126203,N,MLII,0
100,126476,N,MLII,0
100,126746,N,MLII,0
100,127025,N,MLII,0
100,127313,N,MLII,0
100,127603,N,MLII,0
100,127892,N,MLII,0
100,128085,A,MLII,0
100,128423,N,MLII,0
100,128698,N,MLII,0
100,128958,N,MLII,0
100,129230,N,MLII,0
100,129519,N,MLII,0
100,129798,N,MLII,0
100,130057,N,MLII,0
100,130318,N,MLII,0
100,130568,N,MLII,0
100,130818,N,MLII,0
100,131073,N,MLII,0
100,131326,N,MLII,0
100,131584,N,MLII,0
100,131851,N,MLII,0
100,132122,N,MLII,0
100,132381,N,MLII,0
100,132629,N,MLII,0
100,132883,N,MLII,0
100,133132,N,MLII,0
100,133390,N,MLII,0
100,133662,N,MLII,0
100,133933,N,MLII,0
100,134197,N,MLII,0
100,134463,N,MLII,0
100,134737,N,MLII,0
100,134990,N,MLII,0
100,135243,N,MLII,0
100,135504,N,MLII,0
100,135780,N,MLII,0
100,136061,N,MLII,0
100,136350,N,MLII,0
100,136630,N,MLII,0
100,136899,N,MLII,0
100,137170,N,MLII,0
100,137449,N,MLII,0
100,137729,N,MLII,0
100,138008,N,MLII,0
100,138304,N,MLII,0
100,138598,N,MLII,0
100,138888,N,MLII,0
100,139164,N,MLII,0
100,139440,N,MLII,0
100,139719,N,MLII,0
100,140009,N,MLII,0
100,140302,N,MLII,0
100,140599,N,MLII,0
100,140881,N,MLII,0
100,141152,N,MLII,0
100,141423,N,MLII,0
100,141684,N,MLII,0
100,141943,N,MLII,0
100,142207,N,MLII,0
100,142479,N,MLII,0
100,142747,N,MLII,0
100,143010,N,MLII,0
100,143265,N,MLII,0
100,143515,N,MLII,0
100,143766,N,MLII,0
100,144025,N,MLII,0
100,144286,N,MLII,0
100,144557,N,MLII,0
100,144832,N,MLII,0
100,145111,N,MLII,0
100,145381,N,MLII,0
100,145647,N,MLII,0
100,145902,N,MLII,0
100,146170,N,MLII,0
100,146445,N,MLII,0
100,146737,N,MLII,0
100,147013,N,MLII,0
100,147290,N,MLII,0
100,147565,N,MLII,0
100,147832,N,MLII,0
100,148099,N,MLII,0
100,148363,N,MLII,0
100,148637,N,MLII,0
100,148916,N,MLII,0
100,149204,N,MLII,0
100,149488,N,MLII,0
100,149768,N,MLII,0
100,150030,N,MLII,0
100,150303,N,MLII,0
100,150575,N,MLII,0
100,150849,N,MLII,0
100,151122,N,MLII,0
100,151407,N,MLII,0
100,151700,N,MLII,0
100,151974,N,MLII,0
100,152237,N,MLII,0
100,152510,N,MLII,0
100,152781,N,MLII,0
100,153067,N,MLII,0
100,153362,N,MLII,0
100,153644,N,MLII,0
100,153922,N,MLII,0
100,154193,N,MLII,0
100,154470,N,MLII,0
100,154741,N,MLII,0
100,155009,N,MLII,0
100,155291,N,MLII,0
100,155588,N,MLII,0
100,155865,N,MLII,0
100,156132,N,MLII,0
100,156395,N,MLII,0
100,156648,N,MLII,0
100,156906,N,MLII,0
100,157168,N,MLII,0
100,157430,N,MLII,0
100,157695,N,MLII,0
100,157960,N,MLII,0
100,158233,N,MLII,0
100,158489,N,MLII,0
100,158730,N,MLII,0
100,158974,N,MLII,0
100,159225,N,MLII,0
100,159479,N,MLII,0
100,159738,N,MLII,0
100,160001,N,MLII,0
100,160260,N,MLII,0
100,160507,N,MLII,0
100,160755,N,MLII,0
100,161005,N,MLII,0
100,161254,N,MLII,0
100,161499,N,MLII,0
100,161764,N,MLII,0
100,162035,N,MLII,0
100,162308,N,MLII,0
100,162573,N,MLII,0
100,162835,N,MLII,0
100,163093,N,MLII,0
100,163362,N,MLII,0
100,163629,N,MLII,0
100,163899,N,MLII,0
100,164182,N,MLII,0
100,164461,N,MLII,0
100,164731,N,MLII,0
100,164991,N,MLII,0
100,165246,N,MLII,0
100,165499,N,MLII,0
100,165756,N,MLII,0
100,166032,N,MLII,0
100,166301,N,MLII,0
100,166570,N,MLII,0
100,166841,N,MLII,0
100,167111,N,MLII,0
100,167371,N,MLII,0
100,167641,N,MLII,0
100,167912,N,MLII,0
100,168191,N,MLII,0
100,168484,N,MLII,0
100,168784,N,MLII,0
100,169074,N,MLII,0
100,169349,N,MLII,0
100,169629,N,MLII,0
100,169907,N,MLII,0
100,170201,N,MLII,0
100,170495,N,MLII,0
100,170719,A,MLII,0
100,171074,N,MLII,0
100,171371,N,MLII,0
100,171652,N,MLII,0
100,171921,N,MLII,0
100,172199,N,MLII,0
100,172481,N,MLII,0
100,172776,N,MLII,0
100,173067,N,MLII,0
100,173351,N,MLII,0
100,173629,N,MLII,0
100,173907,N,MLII,0
100,174176,N,MLII,0
100,174451,N,MLII,0
100,174737,N,MLII,0
100,175023,N,MLII,0
100,175323,N,MLII,0
100,175608,N,MLII,0
100,175877,N,MLII,0
100,176145,N,MLII,0
100,176427,N,MLII,0
100,176698,N,MLII,0
100,176975,N,MLII,0
100,177248,N,MLII,0
100,177523,N,MLII,0
100,177797,N,MLII,0
100,178059,N,MLII,0
100,178316,N,MLII,0
100,178578,N,MLII,0
100,178841,N,MLII,0
100,179117,N,MLII,0
100,179388,N,MLII,0
100,179662,N,MLII,0
100,179927,N,MLII,0
100,180182,N,MLII,0
100,180443,N,MLII,0
100,180705,N,MLII,0
100,180964,N,MLII,0
100,181236,N,MLII,0
100,181523,N,MLII,0
100,181811,N,MLII,0
100,182084,N,MLII,0
100,182353,N,MLII,0
100,182624,N,MLII,0
100,182896,N,MLII,0
100,183181,N,MLII,0
100,183475,N,MLII,0
100,183778,N,MLII,0
100,184071,N,MLII,0
100,184361,N,MLII,0
100,184649,N,MLII,0
100,184933,N,MLII,0
100,185213,N,MLII,0
100,185510,N,MLII,0
100,185828,N,MLII,0
100,186137,N,MLII,0
100,186428,N,MLII,0
100,186717,N,MLII,0
100,187005,N,MLII,0
100,187291,N,MLII,0
100,187577,N,MLII,0
100,187872,N,MLII,0
100,188179,N,MLII,0
100,188481,N,MLII,0
100,188763,N,MLII,0
100,189043,N,MLII,0
100,189330,N,MLII,0
100,189624,N,MLII,0
100,189929,N,MLII,0
100,190228,N,MLII,0
100,190529,N,MLII,0
100,190820,N,MLII,0
100,191112,N,MLII,0
100,191395,N,MLII,0
100,191674,N,MLII,0
100,191977,N,MLII,0
100,192281,N,MLII,0
100,192575,N,MLII,0
100,192862,N,MLII,0
100,193146,N,MLII,0
100,193423,N,MLII,0
100,193703,N,MLII,0
100,193994,N,MLII,0
100,194281,N,MLII,0
100,194574,N,MLII,0
100,194868,N,MLII,0
100,195156,N,MLII,0
100,195426,N,MLII,0
100,195701,N,MLII,0
100,195978,N,MLII,0
100,196268,N,MLII,0
100,196560,N,MLII,0
100,196847,N,MLII,0
100,197132,N,MLII,0
100,197414,N,MLII,0
100,197685,N,MLII,0
100,197950,N,MLII,0
100,198224,N,MLII,0
100,198504,N,MLII,0
100,198791,N,MLII,0
100,199075,N,MLII,0
100,199353,N,MLII,0
100,199619,N,MLII,0
100,199894,N,MLII,0
100,200161,N,MLII,0
100,200434,N,MLII,0
100,200714,N,MLII,0
100,200993,N,MLII,0
100,201271,N,MLII,0
100,201545,N,MLII,0
100,201806,N,MLII,0
100,202067,N,MLII,0
100,202339,N,MLII,0
100,202614,N,MLII,0
100,202896,N,MLII,0
100,203182,N,MLII,0
100,203468,N,MLII,0
100,203741,N,MLII,0
100,204021,N,MLII,0
100,204299,N,MLII,0
100,204574,N,MLII,0
100,204854,N,MLII,0
100,205158,N,MLII,0
100,205459,N,MLII,0
100,205737,N,MLII,0
100,206016,N,MLII,0
100,206288,N,MLII,0
100,206567,N,MLII,0
100,206844,N,MLII,0
100,207130,N,MLII,0
100,207421,N,MLII,0
100,207724,N,MLII,0
100,208004,N,MLII,0
100,208277,N,MLII,0
100,208548,N,MLII,0
100,208822,N,MLII,0
100,209100,N,MLII,0
100,209392,N,MLII,0
100,209683,N,MLII,0
100,209973,N,MLII,0
100,210256,N,MLII,0
100,210534,N,MLII,0
100,210809,N,MLII,0
100,211085,N,MLII,0
100,211364,N,MLII,0
100,211654,N,MLII,0
100,211951,N,MLII,0
100,212228,N,MLII,0
100,212502,N,MLII,0
100,212777,N,MLII,0
100,213058,N,MLII,0
100,213326,N,MLII,0
100,213606,N,MLII,0
100,213894,N,MLII,0
100,214181,N,MLII,0
100,214465,N,MLII,0
100,214738,N,MLII,0
100,215005,N,MLII,0
100,215280,N,MLII,0
100,215563,N,MLII,0
100,215850,N,MLII,0
100,216141,N,MLII,0
100,216431,N,MLII,0
100,216710,N,MLII,0
100,216990,N,MLII,0
100,217268,N,MLII,0
100,217547,N,MLII,0
100,217824,N,MLII,0
100,218122,N,MLII,0
100,218416,N,MLII,0
100,218703,N,MLII,0
100,218972,N,MLII,0
100,219246,N,MLII,0
100,219529,N,MLII,0
100,219813,N,MLII,0
100,220098,N,MLII,0
100,220391,N,MLII,0
100,220691,N,MLII,0
100,220977,N,MLII,0
100,221252,N,MLII,0
100,221527,N,MLII,0
100,221804,N,MLII,0
100,222081,N,MLII,0
100,222375,N,MLII,0
100,222666,N,MLII,0
100,222951,N,MLII,0
100,223227,N,MLII,0
100,223507,N,MLII,0
100,223783,N,MLII,0
100,224047,N,MLII,0
100,224328,N,MLII,0
100,224621,N,MLII,0
100,224915,N,MLII,0
100,225195,N,MLII,0
100,225472,N,MLII,0
100,225743,N,MLII,0
100,226024,N,MLII,0
100,226296,N,MLII,0
100,226573,N,MLII,0
100,226863,N,MLII,0
100,227144,N,MLII,0
100,227427,N,MLII,0
100,227702,N,MLII,0
100,227975,N,MLII,0
100,228238,N,MLII,0
100,228516,N,MLII,0
100,228808,N,MLII,0
100,229094,N,MLII,0
100,229376,N,MLII,0
100,229660,N,MLII,0
100,229936,N,MLII,0
100,230214,N,MLII,0
100,230485,N,MLII,0
100,230761,N,MLII,0
100,231058,N,MLII,0
100,231357,N,MLII,0
100,231638,N,MLII,0
100,231913,N,MLII,0
100,232190,N,MLII,0
100,232459,N,MLII,0
100,232732,N,MLII,0
100,233016,N,MLII,0
100,233301,N,MLII,0
100,233588,N,MLII,0
100,233875,N,MLII,0
100,234151,N,MLII,0
100,234415,N,MLII,0
100,234684,N,MLII,0
100,234959,N,MLII,0
100,235249,N,MLII,0
100,235547,N,MLII,0
100,235828,N,MLII,0
100,236108,N,MLII,0
100,236390,N,MLII,0
100,236664,N,MLII,0
100,236927,N,MLII,0
100,237205,N,MLII,0
100,237495,N,MLII,0
100,237783,N,MLII,0
100,238070,N,MLII,0
100,238343,N,MLII,0
100,238610,N,MLII,0
100,238884,N,MLII,0
100,239157,N,MLII,0
100,239433,N,MLII,0
100,239717,N,MLII,0
100,239996,N,MLII,0
100,240266,N,MLII,0
100,240541,N,MLII,0
100,240809,N,MLII,0
100,241065,N,MLII,0
100,241318,N,MLII,0
100,241588,N,MLII,0
100,241855,N,MLII,0
100,242114,N,MLII,0
100,242373,N,MLII,0
100,242632,N,MLII,0
100,242879,N,MLII,0
100,243132,N,MLII,0
100,243388,N,MLII,0
100,243643,N,MLII,0
100,243908,N,MLII,0
100,244191,N,MLII,0
100,244461,N,MLII,0
100,244729,N,MLII,0
100,244984,N,MLII,0
100,245246,N,MLII,0
100,245515,N,MLII,0
100,245791,N,MLII,0
100,246065,N,MLII,0
100,246352,N,MLII,0
100,246647,N,MLII,0
100,246935,N,MLII,0
100,247201,N,MLII,0
100,247469,N,MLII,0
100,247742,N,MLII,0
100,248017,N,MLII,0
100,248300,N,MLII,0
100,248586,N,MLII,0
100,248878,N,MLII,0
100,249158,N,MLII,0
100,249433,N,MLII,0
100,249706,N,MLII,0
100,249988,N,MLII,0
100,250273,N,MLII,0
100,250558,N,MLII,0
100,250858,N,MLII,0
100,251160,N,MLII,0
100,251441,N,MLII,0
100,251710,N,MLII,0
100,251994,N,MLII,0
100,252285,N,MLII,0
100,252584,N,MLII,0
100,252868,N,MLII,0
100,253159,N,MLII,0
100,253456,N,MLII,0
100,253741,N,MLII,0
100,254010,N,MLII,0
100,254282,N,MLII,0
100,254585,N,MLII,0
100,254891,N,MLII,0
100,255170,N,MLII,0
100,255453,N,MLII,0
100,255738,N,MLII,0
100,256027,N,MLII,0
100,256295,N,MLII,0
100,256572,N,MLII,0
100,256860,N,MLII,0
100,257157,N,MLII,0
100,257439,N,MLII,0
100,257710,N,MLII,0
100,257966,N,MLII,0
100,258226,N,MLII,0
100,258478,N,MLII,0
100,258737,N,MLII,0
100,259005,N,MLII,0
100,259280,N,MLII,0
100,259541,N,MLII,0
100,259811,N,MLII,0
100,260076,N,MLII,0
100,260334,N,MLII,0
100,260585,N,MLII,0
100,260852,N,MLII,0
100,261132,N,MLII,0
100,261417,N,MLII,0
100,261690,N,MLII,0
100,261968,N,MLII,0
100,262241,N,MLII,0
100,262516,N,MLII,0
100,262789,N,MLII,0
100,263062,N,MLII,0
100,263350,N,MLII,0
100,263641,N,MLII,0
100,263931,N,MLII,0
100,264217,N,MLII,0
100,264499,N,MLII,0
100,264772,N,MLII,0
100,265062,N,MLII,0
100,265354,N,MLII,0
100,265651,N,MLII,0
100,265947,N,MLII,0
100,266238,N,MLII,0
100,266528,N,MLII,0
100,266815,N,MLII,0
100,267099,N,MLII,0
100,267375,N,MLII,0
100,267679,N,MLII,0
100,267978,N,MLII,0
100,268260,N,MLII,0
100,268544,N,MLII,0
100,268823,N,MLII,0
100,269102,N,MLII,0
100,269384,N,MLII,0
100,269669,N,MLII,0
100,269960,N,MLII,0
100,270257,N,MLII,0
100,270550,N,MLII,0
100,270821,N,MLII,0
100,271094,N,MLII,0
100,271370,N,MLII,0
100,271656,N,MLII,0
100,271952,N,MLII,0
100,272244,N,MLII,0
100,272533,N,MLII,0
100,272839,N,MLII,0
100,273123,N,MLII,0
100,273394,N,MLII,0
100,273675,N,MLII,0
100,273967,N,MLII,0
100,274264,N,MLII,0
100,274560,N,MLII,0
100,274852,N,MLII,0
100,275131,N,MLII,0
100,275403,N,MLII,0
100,275671,N,MLII,0
100,275949,N,MLII,0
100,276235,N,MLII,0
100,276516,N,MLII,0
100,276804,N,MLII,0
100,277102,N,MLII,0
100,277388,N,MLII,0
100,277649,N,MLII,0
100,277923,N,MLII,0
100,278211,N,MLII,0
100,278518,N,MLII,0
100,278814,N,MLII,0
100,279098,N,MLII,0
100,279382,N,MLII,0
100,279576,A,MLII,0
100,279918,N,MLII,0
100,280209,N,MLII,0
100,280511,N,MLII,0
100,280814,N,MLII,0
100,281110,N,MLII,0
100,281402,N,MLII,0
100,281682,N,MLII,0
100,281955,N,MLII,0
100,282232,N,MLII,0
100,282513,N,MLII,0
100,282801,N,MLII,0
100,283096,N,MLII,0
100,283389,N,MLII,0
100,283672,N,MLII,0
100,283944,N,MLII,0
100,284216,N,MLII,0
100,284491,N,MLII,0
100,284778,N,MLII,0
100,285073,N,MLII,0
100,285363,N,MLII,0
100,285653,N,MLII,0
100,285936,N,MLII,0
100,286210,N,MLII,0
100,286486,N,MLII,0
100,286763,N,MLII,0
100,287051,N,MLII,0
100,287353,N,MLII,0
100,287655,N,MLII,0
100,287944,N,MLII,0
100,288225,N,MLII,0
100,288506,N,MLII,0
100,288792,N,MLII,0
100,289076,N,MLII,0
100,289373,N,MLII,0
100,289667,N,MLII,0
100,289971,N,MLII,0
100,290257,N,MLII,0
100,290538,N,MLII,0
100,290813,N,MLII,0
100,291109,N,MLII,0
100,291407,N,MLII,0
100,291696,N,MLII,0
100,291990,N,MLII,0
100,292281,N,MLII,0
100,292566,N,MLII,0
100,292844,N,MLII,0
100,293123,N,MLII,0
100,293411,N,MLII,0
100,293712,N,MLII,0
100,294011,N,MLII,0
100,294296,N,MLII,0
100,294581,N,MLII,0
100,294857,N,MLII,0
100,295142,N,MLII,0
100,295421,N,MLII,0
100,295717,N,MLII,0
100,296013,N,MLII,0
100,296319,N,MLII,0
100,296611,N,MLII,0
100,296889,N,MLII,0
100,297169,N,MLII,0
100,297450,N,MLII,0
100,297738,N,MLII,0
100,298032,N,MLII,0
100,298334,N,MLII,0
100,298627,N,MLII,0
100,298920,N,MLII,0
100,299206,N,MLII,0
100,299483,N,MLII,0
100,299756,N,MLII,0
100,300051,N,MLII,0
100,300360,N,MLII,0
100,300662,N,MLII,0
100,300940,N,MLII,0
100,301210,N,MLII,0
100,301494,N,MLII,0
100,301781,N,MLII,0
100,302063,N,MLII,0
100,302347,N,MLII,0
100,302644,N,MLII,0
100,302947,N,MLII,0
100,303240,N,MLII,0
100,303503,N,MLII,0
100,303773,N,MLII,0
100,304065,N,MLII,0
100,304361,N,MLII,0
100,304639,N,MLII,0
